Date &Time [DD-MM-YYYY/HH:MM:SS],Phase,Barometric pressure [hPa],Salinity [â],CH1 O2 input [phase],CH1 temp (∞C),CH1 O2 [mgO2/L],CH2 O2 input [phase],CH2 temp (∞C),CH2 O2 [mgO2/L],CH3 O2 input [phase],CH3 temp (∞C),CH3 O2 [mgO2/L],CH4 O2 input [phase],CH4 temp (∞C),CH4 O2 [mgO2/L],CH5 O2 input [V],CH5 temp (∞C),CH5 O2 [mgO2/L],CH6 O2 input [V],CH6 temp (∞C),CH6 O2 [mgO2/L],CH7 O2 input [V],CH7 temp (∞C),CH7 O2 [mgO2/L],CH8 O2 input [V],CH8 temp (∞C),CH8 O2 [mgO2/L],CH1 Velocity input [V],CH1 Velocity [cm/s],CH5 Velocity input [V],CH5 Velocity [cm/s],AMB temp N∞1 input [V],AMB temp N∞1 [∞C],AMB temp N∞1 relay,AMB temp N∞2 input [V],AMB temp N∞2 [∞C],AMB temp N∞2 relay,AMB O2 N∞1 input (V),AMB O2 N∞1 temp (∞C),AMB O2 N∞1 [mgO2/L],AMB O2 N∞1 relay,AMB O2 N∞2 input (V),AMB O2 N∞2 temp (∞C),AMB O2 N∞2 [mgO2/L],AMB O2 N∞2 relay,User event
2025-06-15/6:27:03 PM,M1   ,1013,0,29.47,15.34,9.87,29.6,15.34,9.78,29.22,15.34,9.88,29.15,15.34,9.78,NaN,15.34,NaN,NaN,15.34,NaN,NaN,15.34,NaN,NaN,15.34,NaN,NaN,NaN,NaN,NaN,15.34,15.34,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:04 PM,M1   ,1013,0,29.48,15.34,9.87,29.61,15.34,9.77,29.22,15.34,9.88,29.14,15.34,9.79,NaN,15.34,NaN,NaN,15.34,NaN,NaN,15.34,NaN,NaN,15.34,NaN,NaN,NaN,NaN,NaN,15.34,15.34,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:05 PM,M1   ,1013,0,29.47,15.34,9.87,29.6,15.34,9.78,29.24,15.34,9.87,29.12,15.34,9.8,NaN,15.34,NaN,NaN,15.34,NaN,NaN,15.34,NaN,NaN,15.34,NaN,NaN,NaN,NaN,NaN,15.34,15.34,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:06 PM,M1   ,1013,0,29.48,15.34,9.87,29.6,15.34,9.78,29.24,15.34,9.87,29.15,15.34,9.78,NaN,15.34,NaN,NaN,15.34,NaN,NaN,15.34,NaN,NaN,15.34,NaN,NaN,NaN,NaN,NaN,15.34,15.34,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:07 PM,M1   ,1013,0,29.46,15.34,9.88,29.61,15.34,9.77,29.24,15.34,9.87,29.16,15.34,9.77,NaN,15.34,NaN,NaN,15.34,NaN,NaN,15.34,NaN,NaN,15.34,NaN,NaN,NaN,NaN,NaN,15.34,15.34,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:08 PM,M1   ,1013,0,29.47,15.34,9.87,29.61,15.34,9.77,29.24,15.34,9.87,29.12,15.34,9.8,NaN,15.34,NaN,NaN,15.34,NaN,NaN,15.34,NaN,NaN,15.34,NaN,NaN,NaN,NaN,NaN,15.34,15.34,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:09 PM,M1   ,1013,0,29.47,15.33,9.88,29.6,15.33,9.79,29.25,15.33,9.86,29.14,15.33,9.79,NaN,15.34,NaN,NaN,15.34,NaN,NaN,15.34,NaN,NaN,15.34,NaN,NaN,NaN,NaN,NaN,15.33,15.33,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:10 PM,M1   ,1013,0,29.48,15.33,9.87,29.61,15.33,9.78,29.25,15.33,9.86,29.15,15.33,9.78,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,NaN,NaN,NaN,15.33,15.33,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:11 PM,M1   ,1013,0,29.47,15.33,9.88,29.6,15.33,9.79,29.24,15.33,9.87,29.13,15.33,9.8,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,NaN,NaN,NaN,15.33,15.33,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:12 PM,M1   ,1013,0,29.46,15.33,9.89,29.62,15.33,9.77,29.25,15.33,9.86,29.13,15.33,9.8,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,NaN,NaN,NaN,15.33,15.33,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:13 PM,M1   ,1013,0,29.47,15.33,9.88,29.61,15.33,9.78,29.24,15.33,9.87,29.14,15.33,9.79,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,NaN,NaN,NaN,15.33,15.33,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:14 PM,M1   ,1013,0,29.47,15.33,9.88,29.59,15.33,9.8,29.25,15.33,9.86,29.12,15.33,9.81,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,NaN,NaN,NaN,15.33,15.33,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:15 PM,M1   ,1013,0,29.47,15.33,9.88,29.6,15.33,9.79,29.22,15.33,9.89,29.13,15.33,9.8,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,NaN,NaN,NaN,15.33,15.33,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:16 PM,M1   ,1013,0,29.47,15.33,9.88,29.59,15.33,9.8,29.26,15.33,9.85,29.12,15.33,9.81,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,NaN,NaN,NaN,15.33,15.33,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:17 PM,M1   ,1013,0,29.48,15.33,9.87,29.6,15.33,9.79,29.25,15.33,9.86,29.12,15.33,9.81,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,NaN,NaN,NaN,15.33,15.33,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:18 PM,M1   ,1013,0,29.47,15.33,9.88,29.59,15.33,9.8,29.25,15.33,9.86,29.13,15.33,9.8,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,NaN,NaN,NaN,15.33,15.33,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:19 PM,M1   ,1013,0,29.46,15.33,9.89,29.6,15.33,9.79,29.24,15.33,9.87,29.13,15.33,9.8,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,NaN,NaN,NaN,15.33,15.33,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:20 PM,M1   ,1013,0,29.47,15.33,9.88,29.59,15.33,9.8,29.26,15.33,9.85,29.14,15.33,9.79,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,NaN,NaN,NaN,15.33,15.33,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:21 PM,M1   ,1013,0,29.47,15.33,9.88,29.62,15.33,9.77,29.24,15.33,9.87,29.15,15.33,9.78,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,NaN,NaN,NaN,15.33,15.33,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:22 PM,M1   ,1013,0,29.46,15.33,9.89,29.6,15.33,9.79,29.26,15.33,9.85,29.12,15.33,9.81,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,NaN,NaN,NaN,15.33,15.33,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:23 PM,M1   ,1013,0,29.47,15.32,9.88,29.61,15.32,9.78,29.26,15.32,9.86,29.13,15.32,9.8,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,15.33,NaN,NaN,NaN,NaN,NaN,15.32,15.32,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:24 PM,M1   ,1013,0,29.47,15.32,9.88,29.61,15.32,9.78,29.26,15.32,9.86,29.12,15.32,9.81,NaN,15.32,NaN,NaN,15.32,NaN,NaN,15.32,NaN,NaN,15.32,NaN,NaN,NaN,NaN,NaN,15.32,15.32,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:25 PM,M1   ,1013,0,29.47,15.32,9.88,29.61,15.32,9.78,29.25,15.32,9.86,29.13,15.32,9.8,NaN,15.32,NaN,NaN,15.32,NaN,NaN,15.32,NaN,NaN,15.32,NaN,NaN,NaN,NaN,NaN,15.32,15.32,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:26 PM,M1   ,1013,0,29.46,15.32,9.89,29.61,15.32,9.78,29.25,15.32,9.86,29.18,15.32,9.76,NaN,15.32,NaN,NaN,15.32,NaN,NaN,15.32,NaN,NaN,15.32,NaN,NaN,NaN,NaN,NaN,15.32,15.32,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:27 PM,M1   ,1013,0,29.46,15.32,9.89,29.61,15.32,9.78,29.24,15.32,9.87,29.15,15.32,9.79,NaN,15.32,NaN,NaN,15.32,NaN,NaN,15.32,NaN,NaN,15.32,NaN,NaN,NaN,NaN,NaN,15.32,15.32,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:28 PM,M1   ,1013,0,29.47,15.32,9.88,29.61,15.32,9.78,29.26,15.32,9.86,29.16,15.32,9.78,NaN,15.32,NaN,NaN,15.32,NaN,NaN,15.32,NaN,NaN,15.32,NaN,NaN,NaN,NaN,NaN,15.32,15.32,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:29 PM,M1   ,1013,0,29.46,15.32,9.89,29.6,15.32,9.79,29.25,15.32,9.86,29.14,15.32,9.79,NaN,15.32,NaN,NaN,15.32,NaN,NaN,15.32,NaN,NaN,15.32,NaN,NaN,NaN,NaN,NaN,15.32,15.32,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:30 PM,M1   ,1013,0,29.49,15.32,9.87,29.62,15.32,9.77,29.23,15.32,9.88,29.14,15.32,9.79,NaN,15.32,NaN,NaN,15.32,NaN,NaN,15.32,NaN,NaN,15.32,NaN,NaN,NaN,NaN,NaN,15.32,15.32,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:31 PM,M1   ,1013,0,29.48,15.32,9.87,29.62,15.32,9.77,29.26,15.32,9.86,29.15,15.32,9.79,NaN,15.32,NaN,NaN,15.32,NaN,NaN,15.32,NaN,NaN,15.32,NaN,NaN,NaN,NaN,NaN,15.32,15.32,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:32 PM,M1   ,1013,0,29.47,15.32,9.88,29.6,15.32,9.79,29.24,15.32,9.87,29.15,15.32,9.79,NaN,15.32,NaN,NaN,15.32,NaN,NaN,15.32,NaN,NaN,15.32,NaN,NaN,NaN,NaN,NaN,15.32,15.32,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:33 PM,M1   ,1013,0,29.48,15.31,9.88,29.62,15.31,9.78,29.26,15.31,9.86,29.14,15.31,9.8,NaN,15.32,NaN,NaN,15.32,NaN,NaN,15.32,NaN,NaN,15.32,NaN,NaN,NaN,NaN,NaN,15.31,15.31,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:34 PM,M1   ,1013,0,29.47,15.31,9.89,29.61,15.31,9.79,29.25,15.31,9.87,29.16,15.31,9.78,NaN,15.31,NaN,NaN,15.31,NaN,NaN,15.31,NaN,NaN,15.31,NaN,NaN,NaN,NaN,NaN,15.31,15.31,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:35 PM,M1   ,1013,0,29.49,15.31,9.87,29.62,15.31,9.78,29.25,15.31,9.87,29.14,15.31,9.8,NaN,15.31,NaN,NaN,15.31,NaN,NaN,15.31,NaN,NaN,15.31,NaN,NaN,NaN,NaN,NaN,15.31,15.31,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:36 PM,M1   ,1013,0,29.47,15.31,9.89,29.61,15.31,9.79,29.26,15.31,9.86,29.14,15.31,9.8,NaN,15.31,NaN,NaN,15.31,NaN,NaN,15.31,NaN,NaN,15.31,NaN,NaN,NaN,NaN,NaN,15.31,15.31,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:37 PM,M1   ,1013,0,29.48,15.31,9.88,29.62,15.31,9.78,29.25,15.31,9.87,29.14,15.31,9.8,NaN,15.31,NaN,NaN,15.31,NaN,NaN,15.31,NaN,NaN,15.31,NaN,NaN,NaN,NaN,NaN,15.31,15.31,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:38 PM,M1   ,1013,0,29.48,15.31,9.88,29.6,15.31,9.79,29.25,15.31,9.87,29.15,15.31,9.79,NaN,15.31,NaN,NaN,15.31,NaN,NaN,15.31,NaN,NaN,15.31,NaN,NaN,NaN,NaN,NaN,15.31,15.31,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:39 PM,M1   ,1013,0,29.45,15.31,9.9,29.6,15.31,9.79,29.25,15.31,9.87,29.15,15.31,9.79,NaN,15.31,NaN,NaN,15.31,NaN,NaN,15.31,NaN,NaN,15.31,NaN,NaN,NaN,NaN,NaN,15.31,15.31,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:40 PM,M1   ,1013,0,29.47,15.31,9.89,29.63,15.31,9.77,29.24,15.31,9.88,29.16,15.31,9.78,NaN,15.31,NaN,NaN,15.31,NaN,NaN,15.31,NaN,NaN,15.31,NaN,NaN,NaN,NaN,NaN,15.31,15.31,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:41 PM,M1   ,1013,0,29.46,15.31,9.9,29.61,15.31,9.79,29.25,15.31,9.87,29.14,15.31,9.8,NaN,15.31,NaN,NaN,15.31,NaN,NaN,15.31,NaN,NaN,15.31,NaN,NaN,NaN,NaN,NaN,15.31,15.31,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:42 PM,M1   ,1013,0,29.48,15.3,9.88,29.6,15.3,9.8,29.25,15.3,9.87,29.16,15.3,9.78,NaN,15.31,NaN,NaN,15.31,NaN,NaN,15.31,NaN,NaN,15.31,NaN,NaN,NaN,NaN,NaN,15.3,15.3,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:43 PM,M1   ,1013,0,29.48,15.31,9.88,29.62,15.31,9.78,29.26,15.31,9.86,29.17,15.31,9.77,NaN,15.3,NaN,NaN,15.3,NaN,NaN,15.3,NaN,NaN,15.3,NaN,NaN,NaN,NaN,NaN,15.31,15.31,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:44 PM,M1   ,1013,0,29.46,15.3,9.9,29.6,15.3,9.8,29.24,15.3,9.88,29.14,15.3,9.8,NaN,15.31,NaN,NaN,15.31,NaN,NaN,15.31,NaN,NaN,15.31,NaN,NaN,NaN,NaN,NaN,15.3,15.3,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:45 PM,M1   ,1013,0,29.47,15.3,9.89,29.6,15.3,9.8,29.25,15.3,9.87,29.16,15.3,9.78,NaN,15.3,NaN,NaN,15.3,NaN,NaN,15.3,NaN,NaN,15.3,NaN,NaN,NaN,NaN,NaN,15.3,15.3,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:46 PM,M1   ,1013,0,29.47,15.3,9.89,29.6,15.3,9.8,29.25,15.3,9.87,29.17,15.3,9.78,NaN,15.3,NaN,NaN,15.3,NaN,NaN,15.3,NaN,NaN,15.3,NaN,NaN,NaN,NaN,NaN,15.3,15.3,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:47 PM,M1   ,1013,0,29.46,15.3,9.9,29.61,15.3,9.79,29.23,15.3,9.89,29.16,15.3,9.78,NaN,15.3,NaN,NaN,15.3,NaN,NaN,15.3,NaN,NaN,15.3,NaN,NaN,NaN,NaN,NaN,15.3,15.3,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:48 PM,M1   ,1013,0,29.46,15.3,9.9,29.61,15.3,9.79,29.25,15.3,9.87,29.15,15.3,9.79,NaN,15.3,NaN,NaN,15.3,NaN,NaN,15.3,NaN,NaN,15.3,NaN,NaN,NaN,NaN,NaN,15.3,15.3,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:49 PM,M1   ,1013,0,29.46,15.3,9.9,29.62,15.3,9.78,29.24,15.3,9.88,29.16,15.3,9.78,NaN,15.3,NaN,NaN,15.3,NaN,NaN,15.3,NaN,NaN,15.3,NaN,NaN,NaN,NaN,NaN,15.3,15.3,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:50 PM,M1   ,1013,0,29.46,15.31,9.9,29.6,15.31,9.79,29.24,15.31,9.88,29.15,15.31,9.79,NaN,15.3,NaN,NaN,15.3,NaN,NaN,15.3,NaN,NaN,15.3,NaN,NaN,NaN,NaN,NaN,15.31,15.31,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:51 PM,M1   ,1013,0,29.47,15.31,9.89,29.59,15.31,9.8,29.25,15.31,9.87,29.16,15.31,9.78,NaN,15.31,NaN,NaN,15.31,NaN,NaN,15.31,NaN,NaN,15.31,NaN,NaN,NaN,NaN,NaN,15.31,15.31,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:52 PM,M1   ,1013,0,29.45,15.3,9.91,29.61,15.3,9.79,29.25,15.3,9.87,29.15,15.3,9.79,NaN,15.31,NaN,NaN,15.31,NaN,NaN,15.31,NaN,NaN,15.31,NaN,NaN,NaN,NaN,NaN,15.3,15.3,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:53 PM,M1   ,1013,0,29.47,15.3,9.89,29.6,15.3,9.8,29.25,15.3,9.87,29.18,15.3,9.77,NaN,15.3,NaN,NaN,15.3,NaN,NaN,15.3,NaN,NaN,15.3,NaN,NaN,NaN,NaN,NaN,15.3,15.3,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:54 PM,M1   ,1013,0,29.46,15.3,9.9,29.6,15.3,9.8,29.25,15.3,9.87,29.18,15.3,9.77,NaN,15.3,NaN,NaN,15.3,NaN,NaN,15.3,NaN,NaN,15.3,NaN,NaN,NaN,NaN,NaN,15.3,15.3,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:55 PM,M1   ,1013,0,29.46,15.3,9.9,29.61,15.3,9.79,29.24,15.3,9.88,29.16,15.3,9.78,NaN,15.3,NaN,NaN,15.3,NaN,NaN,15.3,NaN,NaN,15.3,NaN,NaN,NaN,NaN,NaN,15.3,15.3,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:56 PM,M1   ,1013,0,29.47,15.3,9.89,29.6,15.3,9.8,29.25,15.3,9.87,29.17,15.3,9.78,NaN,15.3,NaN,NaN,15.3,NaN,NaN,15.3,NaN,NaN,15.3,NaN,NaN,NaN,NaN,NaN,15.3,15.3,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:57 PM,M1   ,1013,0,29.45,15.3,9.91,29.61,15.3,9.79,29.23,15.3,9.89,29.16,15.3,9.78,NaN,15.3,NaN,NaN,15.3,NaN,NaN,15.3,NaN,NaN,15.3,NaN,NaN,NaN,NaN,NaN,15.3,15.3,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-15/6:27:58 PM,M1   ,1013,0,29.46,15.29,9.9,29.61,15.29,9.79,29.26,15.29,9.87,29.18,15.29,9.77,NaN,15.3,NaN,NaN,15.3,NaN,NaN,15.3,NaN,NaN,15.3,NaN,NaN,NaN,NaN,NaN,15.29,15.29,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
