Date &Time [DD-MM-YYYY/HH:MM:SS],Phase,Barometric pressure [hPa],Salinity [â],CH1 O2 input [phase],CH1 temp (∞C),CH1 O2 [mgO2/L],CH2 O2 input [phase],CH2 temp (∞C),CH2 O2 [mgO2/L],CH3 O2 input [phase],CH3 temp (∞C),CH3 O2 [mgO2/L],CH4 O2 input [phase],CH4 temp (∞C),CH4 O2 [mgO2/L],CH5 O2 input [V],CH5 temp (∞C),CH5 O2 [mgO2/L],CH6 O2 input [V],CH6 temp (∞C),CH6 O2 [mgO2/L],CH7 O2 input [V],CH7 temp (∞C),CH7 O2 [mgO2/L],CH8 O2 input [V],CH8 temp (∞C),CH8 O2 [mgO2/L],CH1 Velocity input [V],CH1 Velocity [cm/s],CH5 Velocity input [V],CH5 Velocity [cm/s],AMB temp N∞1 input [V],AMB temp N∞1 [∞C],AMB temp N∞1 relay,AMB temp N∞2 input [V],AMB temp N∞2 [∞C],AMB temp N∞2 relay,AMB O2 N∞1 input (V),AMB O2 N∞1 temp (∞C),AMB O2 N∞1 [mgO2/L],AMB O2 N∞1 relay,AMB O2 N∞2 input (V),AMB O2 N∞2 temp (∞C),AMB O2 N∞2 [mgO2/L],AMB O2 N∞2 relay,User event
2024-08-16/3:05:13 PM,Flush,1013,0,29.98,9.6,11.42,30.42,9.6,11.44,30.83,9.6,11.49,30.9,9.6,11.54,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:14 PM,Flush,1013,0,29.98,9.6,11.42,30.43,9.6,11.43,30.87,9.6,11.45,30.93,9.6,11.51,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:15 PM,Flush,1013,0,29.95,9.6,11.46,30.41,9.6,11.46,30.88,9.6,11.43,30.9,9.6,11.54,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:16 PM,Flush,1013,0,29.96,9.6,11.44,30.4,9.6,11.47,30.87,9.6,11.45,30.91,9.6,11.53,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:17 PM,Flush,1013,0,29.93,9.6,11.48,30.39,9.6,11.48,30.9,9.6,11.41,30.91,9.6,11.53,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:18 PM,Flush,1013,0,29.91,9.6,11.5,30.4,9.6,11.47,30.87,9.6,11.45,30.93,9.6,11.51,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:19 PM,Flush,1013,0,29.97,9.6,11.43,30.38,9.6,11.49,30.85,9.6,11.47,30.9,9.6,11.54,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:20 PM,Flush,1013,0,30,9.6,11.4,30.41,9.6,11.46,30.89,9.6,11.42,30.93,9.6,11.51,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:21 PM,Flush,1013,0,29.97,9.6,11.43,30.42,9.6,11.44,30.89,9.6,11.42,30.93,9.6,11.51,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:22 PM,Flush,1013,0,29.96,9.6,11.44,30.39,9.6,11.48,30.9,9.6,11.41,30.92,9.6,11.52,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:23 PM,Flush,1013,0,29.94,9.6,11.47,30.43,9.6,11.43,30.84,9.6,11.48,30.89,9.6,11.55,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:24 PM,Flush,1013,0,29.94,9.6,11.47,30.4,9.6,11.47,30.92,9.6,11.39,30.94,9.6,11.5,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:25 PM,Flush,1013,0,29.97,9.6,11.43,30.41,9.6,11.46,30.83,9.6,11.49,30.92,9.6,11.52,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:26 PM,Flush,1013,0,29.95,9.6,11.46,30.39,9.6,11.48,30.87,9.6,11.45,30.91,9.6,11.53,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:27 PM,Flush,1013,0,29.97,9.6,11.43,30.4,9.6,11.47,30.86,9.6,11.46,30.87,9.6,11.57,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:28 PM,Flush,1013,0,29.94,9.61,11.46,30.38,9.61,11.48,30.87,9.61,11.44,30.91,9.61,11.52,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:29 PM,Flush,1013,0,29.95,9.61,11.45,30.42,9.61,11.44,30.86,9.61,11.45,30.91,9.61,11.52,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:30 PM,Flush,1013,0,29.96,9.61,11.44,30.41,9.61,11.45,30.87,9.61,11.44,30.9,9.61,11.53,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:31 PM,Flush,1013,0,29.97,9.61,11.43,30.4,9.61,11.46,30.88,9.61,11.43,30.9,9.61,11.53,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:32 PM,Flush,1013,0,29.94,9.61,11.46,30.41,9.61,11.45,30.88,9.61,11.43,30.9,9.61,11.53,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:33 PM,Flush,1013,0,29.99,9.61,11.41,30.39,9.61,11.47,30.89,9.61,11.42,30.91,9.61,11.52,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:34 PM,Flush,1013,0,29.96,9.6,11.44,30.37,9.6,11.5,30.88,9.6,11.43,30.93,9.6,11.51,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:35 PM,Flush,1013,0,29.97,9.6,11.43,30.4,9.6,11.47,30.84,9.6,11.48,30.91,9.6,11.53,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:36 PM,Flush,1013,0,29.96,9.6,11.44,30.38,9.6,11.49,30.84,9.6,11.48,30.93,9.6,11.51,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:37 PM,M1   ,1013,0,29.96,9.6,11.44,30.38,9.6,11.49,30.91,9.6,11.4,30.91,9.6,11.53,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:38 PM,M1   ,1013,0,29.95,9.6,11.46,30.39,9.6,11.48,30.85,9.6,11.47,30.93,9.6,11.51,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:39 PM,M1   ,1013,0,29.97,9.6,11.43,30.41,9.6,11.46,30.87,9.6,11.45,30.91,9.6,11.53,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:40 PM,M1   ,1013,0,29.96,9.6,11.44,30.4,9.6,11.47,30.89,9.6,11.42,30.9,9.6,11.54,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:41 PM,M1   ,1013,0,29.95,9.61,11.45,30.45,9.61,11.41,30.88,9.61,11.43,30.91,9.61,11.52,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:42 PM,M1   ,1013,0,29.93,9.61,11.47,30.42,9.61,11.44,30.89,9.61,11.42,30.89,9.61,11.54,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:43 PM,M1   ,1013,0,29.94,9.61,11.46,30.45,9.61,11.41,30.89,9.61,11.42,30.92,9.61,11.51,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:44 PM,M1   ,1013,0,29.94,9.61,11.46,30.4,9.61,11.46,30.86,9.61,11.45,30.9,9.61,11.53,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:45 PM,M1   ,1013,0,29.93,9.61,11.47,30.41,9.61,11.45,30.88,9.61,11.43,30.9,9.61,11.53,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:46 PM,M1   ,1013,0,29.92,9.61,11.48,30.42,9.61,11.44,30.88,9.61,11.43,30.9,9.61,11.53,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:47 PM,M1   ,1013,0,29.95,9.61,11.45,30.4,9.61,11.46,30.86,9.61,11.45,30.89,9.61,11.54,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:48 PM,M1   ,1013,0,29.93,9.61,11.47,30.41,9.61,11.45,30.85,9.61,11.46,30.9,9.61,11.53,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:49 PM,M1   ,1013,0,29.98,9.61,11.42,30.37,9.61,11.49,30.85,9.61,11.46,30.91,9.61,11.52,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:50 PM,M1   ,1013,0,29.96,9.61,11.44,30.4,9.61,11.46,30.84,9.61,11.47,30.9,9.61,11.53,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:51 PM,M1   ,1013,0,29.93,9.6,11.48,30.4,9.6,11.47,30.87,9.6,11.45,30.92,9.6,11.52,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:52 PM,M1   ,1013,0,29.98,9.6,11.42,30.41,9.6,11.46,30.86,9.6,11.46,30.91,9.6,11.53,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:53 PM,M1   ,1013,0,29.94,9.6,11.47,30.4,9.6,11.47,30.88,9.6,11.43,30.9,9.6,11.54,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:54 PM,M1   ,1013,0,29.95,9.6,11.46,30.42,9.6,11.44,30.89,9.6,11.42,30.9,9.6,11.54,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:55 PM,M1   ,1013,0,29.96,9.6,11.44,30.39,9.6,11.48,30.89,9.6,11.42,30.93,9.6,11.51,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:56 PM,M1   ,1013,0,29.97,9.6,11.43,30.4,9.6,11.47,30.91,9.6,11.4,30.93,9.6,11.51,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:57 PM,M1   ,1013,0,29.92,9.6,11.49,30.38,9.6,11.49,30.91,9.6,11.4,30.9,9.6,11.54,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:58 PM,M1   ,1013,0,29.97,9.6,11.43,30.42,9.6,11.44,30.84,9.6,11.48,30.9,9.6,11.54,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:05:59 PM,M1   ,1013,0,29.98,9.6,11.42,30.4,9.6,11.47,30.87,9.6,11.45,30.91,9.6,11.53,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:06:00 PM,M1   ,1013,0,29.95,9.6,11.46,30.43,9.6,11.43,30.91,9.6,11.4,30.9,9.6,11.54,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:06:01 PM,M1   ,1013,0,30.01,9.6,11.39,30.39,9.6,11.48,30.87,9.6,11.45,30.91,9.6,11.53,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:06:02 PM,M1   ,1013,0,29.93,9.6,11.48,30.41,9.6,11.46,30.88,9.6,11.43,30.92,9.6,11.52,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:06:03 PM,M1   ,1013,0,29.98,9.6,11.42,30.39,9.6,11.48,30.88,9.6,11.43,30.88,9.6,11.56,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:06:04 PM,M1   ,1013,0,29.94,9.6,11.47,30.4,9.6,11.47,30.87,9.6,11.45,30.91,9.6,11.53,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:06:05 PM,M1   ,1013,0,29.92,9.59,11.49,30.4,9.59,11.47,30.86,9.59,11.46,30.95,9.59,11.49,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-16/3:06:06 PM,M1   ,1013,0,30,9.59,11.41,30.37,9.59,11.5,30.87,9.59,11.45,30.88,9.59,11.56,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
