Date &Time [DD-MM-YYYY/HH:MM:SS],Phase,Barometric pressure [hPa],Salinity [â],CH1 O2 input [phase],CH1 temp (∞C),CH1 O2 [mgO2/L],CH2 O2 input [phase],CH2 temp (∞C),CH2 O2 [mgO2/L],CH3 O2 input [phase],CH3 temp (∞C),CH3 O2 [mgO2/L],CH4 O2 input [phase],CH4 temp (∞C),CH4 O2 [mgO2/L],CH5 O2 input [V],CH5 temp (∞C),CH5 O2 [mgO2/L],CH6 O2 input [V],CH6 temp (∞C),CH6 O2 [mgO2/L],CH7 O2 input [V],CH7 temp (∞C),CH7 O2 [mgO2/L],CH8 O2 input [V],CH8 temp (∞C),CH8 O2 [mgO2/L],CH1 Velocity input [V],CH1 Velocity [cm/s],CH5 Velocity input [V],CH5 Velocity [cm/s],AMB temp N∞1 input [V],AMB temp N∞1 [∞C],AMB temp N∞1 relay,AMB temp N∞2 input [V],AMB temp N∞2 [∞C],AMB temp N∞2 relay,AMB O2 N∞1 input (V),AMB O2 N∞1 temp (∞C),AMB O2 N∞1 [mgO2/L],AMB O2 N∞1 relay,AMB O2 N∞2 input (V),AMB O2 N∞2 temp (∞C),AMB O2 N∞2 [mgO2/L],AMB O2 N∞2 relay,User event
2024-08-18/6:29:08 PM,Flush,1013,0,30.23,9.91,10.75,30.39,9.91,10.79,31.03,9.91,10.61,30.59,9.91,11.01,NaN,9.91,NaN,NaN,9.91,NaN,NaN,9.91,NaN,NaN,9.91,NaN,NaN,NaN,NaN,NaN,9.91,9.91,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:09 PM,Flush,1013,0,30.25,9.91,10.74,30.37,9.91,10.81,30.99,9.91,10.65,30.59,9.91,11.01,NaN,9.91,NaN,NaN,9.91,NaN,NaN,9.91,NaN,NaN,9.91,NaN,NaN,NaN,NaN,NaN,9.91,9.91,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:10 PM,Flush,1013,0,30.23,9.92,10.75,30.37,9.92,10.8,31.02,9.92,10.62,30.57,9.92,11.03,NaN,9.91,NaN,NaN,9.91,NaN,NaN,9.91,NaN,NaN,9.91,NaN,NaN,NaN,NaN,NaN,9.92,9.92,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:11 PM,Flush,1013,0,30.22,9.92,10.76,30.36,9.92,10.81,31.02,9.92,10.62,30.59,9.92,11.01,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,NaN,NaN,NaN,9.92,9.92,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:12 PM,Flush,1013,0,30.25,9.92,10.73,30.37,9.92,10.8,31.02,9.92,10.62,30.6,9.92,11,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,NaN,NaN,NaN,9.92,9.92,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:13 PM,Flush,1013,0,30.22,9.92,10.76,30.38,9.92,10.79,30.99,9.92,10.64,30.58,9.92,11.02,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,NaN,NaN,NaN,9.92,9.92,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:14 PM,Flush,1013,0,30.25,9.92,10.73,30.38,9.92,10.79,31.01,9.92,10.62,30.59,9.92,11.01,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,NaN,NaN,NaN,9.92,9.92,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:15 PM,Flush,1013,0,30.24,9.92,10.74,30.38,9.92,10.79,31.02,9.92,10.62,30.59,9.92,11.01,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,NaN,NaN,NaN,9.92,9.92,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:16 PM,Flush,1013,0,30.22,9.92,10.76,30.38,9.92,10.79,31.03,9.92,10.61,30.59,9.92,11.01,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,NaN,NaN,NaN,9.92,9.92,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:17 PM,Flush,1013,0,30.22,9.92,10.76,30.38,9.92,10.79,31,9.92,10.63,30.59,9.92,11.01,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,NaN,NaN,NaN,9.92,9.92,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:18 PM,Flush,1013,0,30.26,9.92,10.72,30.37,9.92,10.8,31.03,9.92,10.61,30.58,9.92,11.02,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,NaN,NaN,NaN,9.92,9.92,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:19 PM,Flush,1013,0,30.23,9.92,10.75,30.4,9.92,10.77,31.02,9.92,10.62,30.58,9.92,11.02,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,NaN,NaN,NaN,9.92,9.92,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:20 PM,Flush,1013,0,30.24,9.92,10.74,30.38,9.92,10.79,31,9.92,10.63,30.58,9.92,11.02,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,NaN,NaN,NaN,9.92,9.92,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:21 PM,Flush,1013,0,30.25,9.92,10.73,30.4,9.92,10.77,31.01,9.92,10.62,30.58,9.92,11.02,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,NaN,NaN,NaN,9.92,9.92,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:22 PM,Flush,1013,0,30.24,9.92,10.74,30.38,9.92,10.79,31.02,9.92,10.62,30.6,9.92,11,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,NaN,NaN,NaN,9.92,9.92,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:23 PM,Flush,1013,0,30.22,9.92,10.76,30.36,9.92,10.81,31.02,9.92,10.62,30.59,9.92,11.01,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,NaN,NaN,NaN,9.92,9.92,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:24 PM,Flush,1013,0,30.23,9.92,10.75,30.36,9.92,10.81,31.02,9.92,10.62,30.59,9.92,11.01,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,NaN,NaN,NaN,9.92,9.92,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:25 PM,Flush,1013,0,30.22,9.92,10.76,30.38,9.92,10.79,31.03,9.92,10.61,30.59,9.92,11.01,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,NaN,NaN,NaN,9.92,9.92,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:26 PM,Flush,1013,0,30.25,9.93,10.73,30.38,9.93,10.79,31.02,9.93,10.61,30.58,9.93,11.01,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,9.92,NaN,NaN,NaN,NaN,NaN,9.93,9.93,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:27 PM,Flush,1013,0,30.23,9.93,10.75,30.36,9.93,10.81,31.02,9.93,10.61,30.6,9.93,10.99,NaN,9.93,NaN,NaN,9.93,NaN,NaN,9.93,NaN,NaN,9.93,NaN,NaN,NaN,NaN,NaN,9.93,9.93,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:28 PM,Flush,1013,0,30.23,9.93,10.75,30.37,9.93,10.8,31.02,9.93,10.61,30.57,9.93,11.02,NaN,9.93,NaN,NaN,9.93,NaN,NaN,9.93,NaN,NaN,9.93,NaN,NaN,NaN,NaN,NaN,9.93,9.93,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:29 PM,Flush,1013,0,30.23,9.93,10.75,30.36,9.93,10.81,31.01,9.93,10.62,30.57,9.93,11.02,NaN,9.93,NaN,NaN,9.93,NaN,NaN,9.93,NaN,NaN,9.93,NaN,NaN,NaN,NaN,NaN,9.93,9.93,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:30 PM,Flush,1013,0,30.21,9.93,10.76,30.38,9.93,10.79,31.02,9.93,10.61,30.59,9.93,11,NaN,9.93,NaN,NaN,9.93,NaN,NaN,9.93,NaN,NaN,9.93,NaN,NaN,NaN,NaN,NaN,9.93,9.93,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:31 PM,Flush,1013,0,30.23,9.93,10.75,30.37,9.93,10.8,31,9.93,10.63,30.59,9.93,11,NaN,9.93,NaN,NaN,9.93,NaN,NaN,9.93,NaN,NaN,9.93,NaN,NaN,NaN,NaN,NaN,9.93,9.93,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:32 PM,Flush,1013,0,30.21,9.93,10.76,30.36,9.93,10.81,31.02,9.93,10.61,30.57,9.93,11.02,NaN,9.93,NaN,NaN,9.93,NaN,NaN,9.93,NaN,NaN,9.93,NaN,NaN,NaN,NaN,NaN,9.93,9.93,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:33 PM,Flush,1013,0,30.23,9.93,10.75,30.37,9.93,10.8,31.02,9.93,10.61,30.58,9.93,11.01,NaN,9.93,NaN,NaN,9.93,NaN,NaN,9.93,NaN,NaN,9.93,NaN,NaN,NaN,NaN,NaN,9.93,9.93,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:34 PM,Flush,1013,0,30.21,9.94,10.76,30.37,9.94,10.79,31,9.94,10.62,30.56,9.94,11.03,NaN,9.93,NaN,NaN,9.93,NaN,NaN,9.93,NaN,NaN,9.93,NaN,NaN,NaN,NaN,NaN,9.94,9.94,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:35 PM,Flush,1013,0,30.21,9.94,10.76,30.36,9.94,10.8,31.02,9.94,10.61,30.58,9.94,11.01,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,NaN,NaN,NaN,9.94,9.94,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:36 PM,Flush,1013,0,30.23,9.94,10.74,30.36,9.94,10.8,30.99,9.94,10.63,30.58,9.94,11.01,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,NaN,NaN,NaN,9.94,9.94,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:37 PM,Flush,1013,0,30.2,9.94,10.77,30.35,9.94,10.81,31,9.94,10.62,30.56,9.94,11.03,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,NaN,NaN,NaN,9.94,9.94,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:38 PM,Flush,1013,0,30.21,9.94,10.76,30.36,9.94,10.8,31,9.94,10.62,30.57,9.94,11.02,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,NaN,NaN,NaN,9.94,9.94,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:39 PM,Flush,1013,0,30.22,9.94,10.75,30.36,9.94,10.8,30.99,9.94,10.63,30.57,9.94,11.02,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,NaN,NaN,NaN,9.94,9.94,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:40 PM,Flush,1013,0,30.23,9.94,10.74,30.36,9.94,10.8,30.98,9.94,10.64,30.55,9.94,11.04,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,NaN,NaN,NaN,9.94,9.94,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:41 PM,Flush,1013,0,30.21,9.94,10.76,30.34,9.94,10.82,31,9.94,10.62,30.56,9.94,11.03,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,NaN,NaN,NaN,9.94,9.94,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:42 PM,Flush,1013,0,30.21,9.94,10.76,30.36,9.94,10.8,31.01,9.94,10.61,30.55,9.94,11.04,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,NaN,NaN,NaN,9.94,9.94,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:43 PM,Flush,1013,0,30.19,9.94,10.78,30.35,9.94,10.81,31.01,9.94,10.61,30.56,9.94,11.03,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,NaN,NaN,NaN,9.94,9.94,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:44 PM,Flush,1013,0,30.22,9.94,10.75,30.34,9.94,10.82,30.99,9.94,10.63,30.53,9.94,11.05,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,NaN,NaN,NaN,9.94,9.94,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:45 PM,Flush,1013,0,30.19,9.94,10.78,30.33,9.94,10.83,30.99,9.94,10.63,30.56,9.94,11.03,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,NaN,NaN,NaN,9.94,9.94,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:46 PM,Flush,1013,0,30.19,9.94,10.78,30.35,9.94,10.81,30.99,9.94,10.63,30.57,9.94,11.02,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,NaN,NaN,NaN,9.94,9.94,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:47 PM,Flush,1013,0,30.21,9.94,10.76,30.33,9.94,10.83,31,9.94,10.62,30.55,9.94,11.04,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,NaN,NaN,NaN,9.94,9.94,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:48 PM,Flush,1013,0,30.19,9.94,10.78,30.34,9.94,10.82,30.98,9.94,10.64,30.56,9.94,11.03,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,NaN,NaN,NaN,9.94,9.94,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:49 PM,Flush,1013,0,30.2,9.94,10.77,30.34,9.94,10.82,30.98,9.94,10.64,30.55,9.94,11.04,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,NaN,NaN,NaN,9.94,9.94,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:50 PM,Flush,1013,0,30.18,9.94,10.79,30.34,9.94,10.82,30.96,9.94,10.66,30.56,9.94,11.03,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,NaN,NaN,NaN,9.94,9.94,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:51 PM,Flush,1013,0,30.21,9.94,10.76,30.31,9.94,10.85,30.97,9.94,10.65,30.55,9.94,11.04,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,NaN,NaN,NaN,9.94,9.94,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:52 PM,Flush,1013,0,30.17,9.95,10.79,30.32,9.95,10.84,30.98,9.95,10.64,30.56,9.95,11.02,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,NaN,NaN,NaN,9.95,9.95,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:53 PM,Flush,1013,0,30.18,9.95,10.78,30.33,9.95,10.83,30.98,9.95,10.64,30.54,9.95,11.04,NaN,9.95,NaN,NaN,9.95,NaN,NaN,9.95,NaN,NaN,9.95,NaN,NaN,NaN,NaN,NaN,9.95,9.95,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:54 PM,Flush,1013,0,30.19,9.94,10.78,30.33,9.94,10.83,30.97,9.94,10.65,30.53,9.94,11.05,NaN,9.95,NaN,NaN,9.95,NaN,NaN,9.95,NaN,NaN,9.95,NaN,NaN,NaN,NaN,NaN,9.94,9.94,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:55 PM,Flush,1013,0,30.19,9.95,10.77,30.3,9.95,10.85,30.96,9.95,10.66,30.55,9.95,11.03,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,NaN,NaN,NaN,9.95,9.95,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:56 PM,Flush,1013,0,30.18,9.95,10.78,30.31,9.95,10.84,30.97,9.95,10.65,30.54,9.95,11.04,NaN,9.95,NaN,NaN,9.95,NaN,NaN,9.95,NaN,NaN,9.95,NaN,NaN,NaN,NaN,NaN,9.95,9.95,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:57 PM,Flush,1013,0,30.17,9.95,10.79,30.31,9.95,10.84,30.96,9.95,10.66,30.52,9.95,11.06,NaN,9.95,NaN,NaN,9.95,NaN,NaN,9.95,NaN,NaN,9.95,NaN,NaN,NaN,NaN,NaN,9.95,9.95,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:58 PM,Flush,1013,0,30.15,9.95,10.81,30.3,9.95,10.85,30.97,9.95,10.65,30.53,9.95,11.05,NaN,9.95,NaN,NaN,9.95,NaN,NaN,9.95,NaN,NaN,9.95,NaN,NaN,NaN,NaN,NaN,9.95,9.95,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:29:59 PM,Flush,1013,0,30.16,9.95,10.8,30.31,9.95,10.84,30.98,9.95,10.64,30.55,9.95,11.03,NaN,9.95,NaN,NaN,9.95,NaN,NaN,9.95,NaN,NaN,9.95,NaN,NaN,NaN,NaN,NaN,9.95,9.95,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:30:00 PM,Flush,1013,0,30.16,9.94,10.81,30.3,9.94,10.86,30.97,9.94,10.65,30.52,9.94,11.06,NaN,9.95,NaN,NaN,9.95,NaN,NaN,9.95,NaN,NaN,9.95,NaN,NaN,NaN,NaN,NaN,9.94,9.94,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:30:01 PM,Flush,1013,0,30.17,9.94,10.8,30.28,9.94,10.88,30.96,9.94,10.66,30.52,9.94,11.06,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,NaN,NaN,NaN,9.94,9.94,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:30:02 PM,Flush,1013,0,30.16,9.94,10.81,30.3,9.94,10.86,30.94,9.94,10.68,30.52,9.94,11.06,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,NaN,NaN,NaN,9.94,9.94,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:30:03 PM,Flush,1013,0,30.16,9.94,10.81,30.29,9.94,10.87,30.95,9.94,10.67,30.52,9.94,11.06,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,NaN,NaN,NaN,9.94,9.94,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-18/6:30:04 PM,Flush,1013,0,30.16,9.94,10.81,30.29,9.94,10.87,30.95,9.94,10.67,30.53,9.94,11.05,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,9.94,NaN,NaN,NaN,NaN,NaN,9.94,9.94,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
