BsM_Cycle,FMZ,Waterbody_LID,Lake Name,GearType,Netting_Start_Date,Species,Species Code,ForkLength,TotalLength,RoundWeight,Sex,Sex Code,Aging_Structure,Age
1,6,16-2901-53647,Marks L.,1,07-22-08,Brook Trout,80,388,402,543,Female,2,Otolith,4
1,6,16-2901-53647,Marks L.,1,07-22-08,Brook Trout,80,377,390,570,Female,2,Otolith,4
1,6,16-2901-53647,Marks L.,1,07-22-08,Brook Trout,80,292,306,290,Female,2,,
1,6,16-2901-53647,Marks L.,1,07-22-08,Brook Trout,80,401,416,810,Male,1,Otolith,4
1,6,16-2901-53647,Marks L.,1,07-22-08,Brook Trout,80,435,452,1000,Male,1,Otolith,4
1,6,16-3488-53829,Penassen L.s,1,08-06-08,Brook Trout,80,304,316,285,Female,2,Otolith,3
1,6,16-3488-53829,Penassen L.s,1,08-06-08,Brook Trout,80,341,353,513,Female,2,Otolith,3
1,6,16-3488-53829,Penassen L.s,1,08-06-08,Brook Trout,80,351,363,335,Female,2,Otolith,4
1,6,16-3488-53829,Penassen L.s,1,08-06-08,Brook Trout,80,350,362,505,Female,2,Otolith,4
1,6,16-3488-53829,Penassen L.s,1,08-06-08,Brook Trout,80,410,430,810,Female,2,Otolith,4
1,6,16-3488-53829,Penassen L.s,1,08-06-08,Brook Trout,80,362,377,677,Female,2,Otolith,4
1,6,16-3488-53829,Penassen L.s,1,08-06-08,Brook Trout,80,332,344,484,Male,1,Otolith,3
1,6,16-3488-53829,Penassen L.s,1,08-06-08,Brook Trout,80,366,371,609,,,Pectoral Ray,4
1,6,16-3488-53829,Penassen L.s,2,08-06-08,Brook Trout,80,330,345,437,,,,
1,6,16-3488-53829,Penassen L.s,2,08-06-08,Brook Trout,80,350,366,528,,,Pectoral Ray,4
1,6,16-3488-53829,Penassen L.s,2,08-06-08,Brook Trout,80,340,356,481,,,,
1,6,16-3488-53829,Penassen L.s,2,08-06-08,Brook Trout,80,380,397,687,,,,
1,6,16-3488-53829,Penassen L.s,2,08-06-08,Brook Trout,80,380,397,687,,,,
1,6,16-3488-53829,Penassen L.s,2,08-06-08,Brook Trout,80,392,410,759,,,,
1,6,16-3610-55699,Randolph L.,2,07-19-08,Brook Trout,80,291,298,292,Unknown,9,Pectoral Ray,4
1,6,16-3610-55699,Randolph L.,1,07-19-08,Brook Trout,80,290,302,280,Unknown,9,Otolith,4
1,6,16-3610-55699,Randolph L.,1,07-19-08,Brook Trout,80,334,350,505,Female,2,Otolith,4
1,6,16-3610-55699,Randolph L.,1,07-19-08,Brook Trout,80,330,345,435,Female,2,Otolith,4
1,6,16-3610-55699,Randolph L.,1,07-19-08,Brook Trout,80,294,304,330,Female,2,Otolith,3
1,6,16-3610-55699,Randolph L.,1,07-19-08,Brook Trout,80,302,313,340,Female,2,Otolith,5
1,6,16-3610-55699,Randolph L.,1,07-19-08,Brook Trout,80,316,330,360,Female,2,Otolith,4
1,6,16-3610-55699,Randolph L.,1,07-19-08,Brook Trout,80,323,335,430,Female,2,Otolith,4
1,6,16-3610-55699,Randolph L.,1,07-19-08,Brook Trout,80,348,361,520,Female,2,Otolith,4
1,6,16-3610-55699,Randolph L.,1,07-19-08,Brook Trout,80,312,325,480,Female,2,Otolith,4
1,6,16-3610-55699,Randolph L.,1,07-19-08,Brook Trout,80,439,454,1200,Female,2,Otolith,5
1,6,16-3610-55699,Randolph L.,1,07-19-08,Brook Trout,80,410,426,870,Female,2,Otolith,7
1,6,16-3610-55699,Randolph L.,1,07-19-08,Brook Trout,80,350,363,585,Female,2,Otolith,4
1,6,16-3610-55699,Randolph L.,1,07-19-08,Brook Trout,80,335,347,558,Female,2,Otolith,4
1,6,16-3610-55699,Randolph L.,1,07-19-08,Brook Trout,80,379,395,900,Female,2,Otolith,5
1,6,16-3610-55699,Randolph L.,1,07-19-08,Brook Trout,80,375,390,820,Female,2,Otolith,5
1,6,16-3610-55699,Randolph L.,1,07-19-08,Brook Trout,80,385,399,850,Female,2,Otolith,6
1,6,16-3610-55699,Randolph L.,1,07-19-08,Brook Trout,80,257,270,225,Female,2,Otolith,3
1,6,16-3610-55699,Randolph L.,1,07-19-08,Brook Trout,80,335,345,410,Female,2,Otolith,4
1,6,16-3610-55699,Randolph L.,1,07-19-08,Brook Trout,80,288,303,250,Female,2,Otolith,3
1,6,16-3610-55699,Randolph L.,1,07-19-08,Brook Trout,80,309,319,300,Female,2,Otolith,4
1,6,16-3610-55699,Randolph L.,1,07-19-08,Brook Trout,80,452,468,1250,Female,2,Otolith,5
1,6,16-3610-55699,Randolph L.,1,07-19-08,Brook Trout,80,377,395,685,Male,1,Otolith,4
1,6,16-3610-55699,Randolph L.,1,07-19-08,Brook Trout,80,368,386,635,Male,1,Otolith,3
1,6,16-3610-55699,Randolph L.,1,07-19-08,Brook Trout,80,331,345,585,Male,1,Otolith,4
1,6,16-3610-55699,Randolph L.,1,07-19-08,Brook Trout,80,360,377,694,Male,1,Otolith,4
1,6,16-3610-55699,Randolph L.,1,07-19-08,Brook Trout,80,395,408,950,Male,1,Otolith,4
1,6,16-3610-55699,Randolph L.,2,07-19-08,Brook Trout,80,350,366,528,,,,
1,6,16-3610-55699,Randolph L.,2,07-19-08,Brook Trout,80,375,392,658,,,,
1,6,16-3680-53921,Nalla L.,1,08-10-08,Brook Trout,80,173,179,54,Unknown,9,Otolith,1
1,6,16-3680-53921,Nalla L.,1,08-10-08,Brook Trout,80,165,172,48,Unknown,9,Otolith,1
1,6,16-3680-53921,Nalla L.,1,08-10-08,Brook Trout,80,238,247,122,Unknown,9,Otolith,2
1,6,16-3680-53921,Nalla L.,2,08-10-08,Brook Trout,80,470,490,1206,Male,1,Otolith,4
1,6,16-3699-53936,Wideman L.,1,08-21-12,Brook Trout,80,360,377,560,Female,2,Otolith,5
1,6,16-3699-53936,Wideman L.,1,08-21-12,Brook Trout,80,364,378,560,Female,2,Otolith,5
1,6,16-3699-53936,Wideman L.,1,08-21-12,Brook Trout,80,308,325,390,Female,2,Otolith,3
1,6,16-3699-53936,Wideman L.,1,08-21-12,Brook Trout,80,420,440,800,Female,2,Otolith,5
1,6,16-3699-53936,Wideman L.,1,08-21-12,Brook Trout,80,297,312,320,Female,2,Otolith,2
1,6,16-3699-53936,Wideman L.,1,08-21-12,Brook Trout,80,311,332,450,Female,2,Otolith,3
1,6,16-3699-53936,Wideman L.,1,08-21-12,Brook Trout,80,355,375,490,Female,2,Otolith,4
1,6,16-3699-53936,Wideman L.,1,08-21-12,Brook Trout,80,295,310,300,Female,2,Otolith,3
1,6,16-3699-53936,Wideman L.,1,08-21-12,Brook Trout,80,293,306,290,Female,2,Otolith,3
1,6,16-3699-53936,Wideman L.,1,08-21-12,Brook Trout,80,229,240,160,Female,2,Otolith,2
1,6,16-3699-53936,Wideman L.,1,08-21-12,Brook Trout,80,300,317,340,Female,2,Otolith,2
1,6,16-3699-53936,Wideman L.,1,08-21-12,Brook Trout,80,280,295,280,Female,2,Otolith,3
1,6,16-3699-53936,Wideman L.,1,08-21-12,Brook Trout,80,282,299,290,Female,2,Otolith,2
1,6,16-3699-53936,Wideman L.,1,08-21-12,Brook Trout,80,350,365,530,Female,2,,
1,6,16-3699-53936,Wideman L.,1,08-21-12,Brook Trout,80,398,417,790,Female,2,Otolith,5
1,6,16-3699-53936,Wideman L.,1,08-21-12,Brook Trout,80,273,288,280,Female,2,Otolith,3
1,6,16-3699-53936,Wideman L.,1,08-21-12,Brook Trout,80,289,304,300,Female,2,Otolith,2
1,6,16-3699-53936,Wideman L.,1,08-21-12,Brook Trout,80,261,274,220,Female,2,Otolith,2
1,6,16-3699-53936,Wideman L.,1,08-21-12,Brook Trout,80,310,324,390,Female,2,Otolith,3
1,6,16-3699-53936,Wideman L.,1,08-21-12,Brook Trout,80,300,319,360,Female,2,Otolith,3
1,6,16-3699-53936,Wideman L.,1,08-21-12,Brook Trout,80,287,302,320,Male,1,Otolith,3
1,6,16-3699-53936,Wideman L.,1,08-21-12,Brook Trout,80,354,368,580,Male,1,Otolith,4
1,6,16-3699-53936,Wideman L.,1,08-21-12,Brook Trout,80,353,376,600,Male,1,Otolith,3
1,6,16-3699-53936,Wideman L.,1,08-21-12,Brook Trout,80,389,411,710,Male,1,Otolith,5
1,6,16-3699-53936,Wideman L.,1,08-21-12,Brook Trout,80,321,341,400,Male,1,Otolith,2
1,6,16-3699-53936,Wideman L.,1,08-21-12,Brook Trout,80,335,351,440,Male,1,Otolith,4
1,6,16-3699-53936,Wideman L.,1,08-21-12,Brook Trout,80,353,370,640,Male,1,Otolith,5
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,198,208,90,Female,2,Otolith,2
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,331,350,450,Female,2,Otolith,3
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,370,383,520,Female,2,Otolith,4
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,356,371,560,Female,2,Otolith,3
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,414,451,815,Female,2,Otolith,5
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,389,404,680,Female,2,Otolith,4
1,6,16-3706-53956,Bisect L.,2,08-06-08,Brook Trout,80,188,196,75,Female,2,Otolith,2
1,6,16-3706-53956,Bisect L.,2,08-06-08,Brook Trout,80,374,385,655,Female,2,Otolith,4
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,378,391,610,Female,2,Otolith,4
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,422,434,695,Female,2,Otolith,9
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,395,412,715,Female,2,Otolith,4
1,6,16-3706-53956,Bisect L.,2,08-06-08,Brook Trout,80,262,277,190,Female,2,Otolith,2
1,6,16-3706-53956,Bisect L.,2,08-06-08,Brook Trout,80,341,359,510,Female,2,Otolith,3
1,6,16-3706-53956,Bisect L.,2,08-06-08,Brook Trout,80,204,216,100,Female,2,Otolith,2
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,360,381,530,Female,2,Otolith,3
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,222,234,125,Female,2,Otolith,2
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,289,300,295,Female,2,Otolith,3
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,363,381,560,Female,2,Otolith,3
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,320,337,445,Female,2,Otolith,2
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,374,390,630,Female,2,Otolith,4
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,368,381,635,Female,2,Otolith,4
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,410,425,790,Female,2,Otolith,4
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,282,297,268,Female,2,Otolith,3
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,357,373,545,Female,2,Otolith,3
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,400,420,715,Female,2,Otolith,5
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,405,416,820,Female,2,Otolith,5
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,395,413,740,Female,2,Otolith,5
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,321,341,410,Female,2,Otolith,3
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,413,424,850,Female,2,Otolith,4
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,336,352,450,Female,2,Otolith,3
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,399,415,770,Female,2,Otolith,4
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,230,241,152,Female,2,Otolith,2
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,374,392,620,Male,1,Otolith,3
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,369,390,605,Male,1,Otolith,4
1,6,16-3706-53956,Bisect L.,2,08-06-08,Brook Trout,80,398,415,905,Male,1,Otolith,5
1,6,16-3706-53956,Bisect L.,2,08-06-08,Brook Trout,80,400,421,745,Male,1,Otolith,3
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,210,221,105,Male,1,Otolith,2
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,250,260,175,Male,1,Otolith,2
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,388,408,680,Male,1,Otolith,5
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,403,420,820,Male,1,Otolith,4
1,6,16-3706-53956,Bisect L.,2,08-06-08,Brook Trout,80,400,419,820,Male,1,Otolith,4
1,6,16-3706-53956,Bisect L.,2,08-06-08,Brook Trout,80,351,367,540,Male,1,Otolith,3
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,342,358,490,Male,1,Otolith,3
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,410,431,695,Male,1,Otolith,4
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,390,406,710,Male,1,Otolith,3
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,371,388,610,Male,1,Otolith,4
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,379,395,605,Male,1,Otolith,3
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,407,429,785,Male,1,Otolith,4
1,6,16-3706-53956,Bisect L.,2,08-06-08,Brook Trout,80,200,210,95,Male,1,Otolith,1
1,6,16-3706-53956,Bisect L.,2,08-06-08,Brook Trout,80,382,402,630,Male,1,Otolith,3
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,352,367,565,Male,1,Otolith,3
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,380,402,590,Male,1,Otolith,3
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,396,414,670,Male,1,Otolith,4
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,320,334,365,Male,1,Otolith,3
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,300,316,275,Male,1,Otolith,3
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,299,312,325,Male,1,Otolith,2
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,405,424,755,Male,1,Otolith,4
1,6,16-3706-53956,Bisect L.,2,08-06-08,Brook Trout,80,389,405,660,Male,1,Otolith,3
1,6,16-3706-53956,Bisect L.,1,08-06-08,Brook Trout,80,361,378,610,,,,
1,6,16-3706-53956,Bisect L.,2,08-06-08,Brook Trout,80,401,420,720,,,,
1,6,16-3723-53954,Upper Hunters L.,1,08-11-08,Brook Trout,80,455,476,1300,Female,2,Otolith,4
1,6,16-3723-53954,Upper Hunters L.,1,08-11-08,Brook Trout,80,455,470,1500,Female,2,Otolith,5
1,6,16-3723-53954,Upper Hunters L.,1,08-11-08,Brook Trout,80,445,459,1500,Female,2,Otolith,5
1,6,16-3723-53954,Upper Hunters L.,1,08-11-08,Brook Trout,80,444,460,1300,Female,2,Otolith,5
1,6,16-3723-53954,Upper Hunters L.,1,08-11-08,Brook Trout,80,412,425,1100,Female,2,Otolith,4
1,6,16-3723-53954,Upper Hunters L.,1,08-11-08,Brook Trout,80,370,380,800,Female,2,Otolith,4
1,6,16-3723-53954,Upper Hunters L.,1,08-11-08,Brook Trout,80,435,450,1300,Female,2,Otolith,5
1,6,16-3723-53954,Upper Hunters L.,1,08-11-08,Brook Trout,80,450,466,1200,Female,2,Otolith,5
1,6,16-3723-53954,Upper Hunters L.,1,08-11-08,Brook Trout,80,477,497,1500,Female,2,Otolith,4
1,6,16-3723-53954,Upper Hunters L.,1,08-11-08,Brook Trout,80,465,480,1550,Female,2,Otolith,5
1,6,16-3723-53954,Upper Hunters L.,1,08-11-08,Brook Trout,80,419,433,1050,Female,2,Otolith,3
1,6,16-3723-53954,Upper Hunters L.,1,08-11-08,Brook Trout,80,461,472,1550,Female,2,Otolith,4
1,6,16-3723-53954,Upper Hunters L.,1,08-11-08,Brook Trout,80,445,460,1500,Female,2,Otolith,5
1,6,16-3723-53954,Upper Hunters L.,1,08-11-08,Brook Trout,80,450,480,1250,Female,2,Otolith,5
1,6,16-3723-53954,Upper Hunters L.,1,08-11-08,Brook Trout,80,385,400,950,Female,2,Otolith,3
1,6,16-3723-53954,Upper Hunters L.,2,08-11-08,Brook Trout,80,488,504,1400,Female,2,Otolith,4
1,6,16-3723-53954,Upper Hunters L.,1,08-11-08,Brook Trout,80,399,411,850,Female,2,Otolith,3
1,6,16-3723-53954,Upper Hunters L.,1,08-11-08,Brook Trout,80,491,510,1600,Male,1,Otolith,4
1,6,16-3723-53954,Upper Hunters L.,1,08-11-08,Brook Trout,80,460,480,1400,Male,1,Otolith,4
1,6,16-3723-53954,Upper Hunters L.,1,08-11-08,Brook Trout,80,431,450,1150,Male,1,Otolith,3
1,6,16-3723-53954,Upper Hunters L.,2,08-11-08,Brook Trout,80,414,430,950,Male,1,Otolith,3
1,6,16-3723-53954,Upper Hunters L.,2,08-11-08,Brook Trout,80,462,480,1300,Male,1,Otolith,5
1,6,16-3723-53954,Upper Hunters L.,1,08-11-08,Brook Trout,80,496,512,1600,Male,1,Otolith,5
1,6,16-3723-53954,Upper Hunters L.,1,08-11-08,Brook Trout,80,383,402,900,Male,1,Otolith,2
1,6,16-3723-53954,Upper Hunters L.,1,08-11-08,Brook Trout,80,435,450,1100,Male,1,Otolith,4
1,6,16-3723-53954,Upper Hunters L.,1,08-11-08,Brook Trout,80,395,410,900,Male,1,Otolith,3
1,6,16-3723-53954,Upper Hunters L.,1,08-11-08,Brook Trout,80,483,498,1450,Male,1,Otolith,5
1,6,16-3723-53954,Upper Hunters L.,1,08-11-08,Brook Trout,80,451,472,1250,Male,1,Otolith,4
1,6,16-3723-53954,Upper Hunters L.,1,08-11-08,Brook Trout,80,449,465,1350,Male,1,Otolith,5
1,6,16-3723-53954,Upper Hunters L.,2,08-11-08,Brook Trout,80,487,508,1850,Male,1,Otolith,5
1,6,16-3724-53935,Hunters L.s,1,07-24-12,Brook Trout,80,215,227,80,Unknown,9,Otolith,2
1,6,16-3724-53935,Hunters L.s,1,07-24-12,Brook Trout,80,188,197,72,Unknown,9,Otolith,2
1,6,16-3724-53935,Hunters L.s,1,07-24-12,Brook Trout,80,188,199,72,Unknown,9,Otolith,2
1,6,16-3724-53935,Hunters L.s,1,07-25-12,Brook Trout,80,180,189,60,Unknown,9,Otolith,1
1,6,16-3724-53935,Hunters L.s,1,07-24-12,Brook Trout,80,407,422,900,Female,2,Otolith,4
1,6,16-3724-53935,Hunters L.s,1,07-24-12,Brook Trout,80,385,401,700,Female,2,Otolith,4
1,6,16-3724-53935,Hunters L.s,1,07-24-12,Brook Trout,80,330,350,320,Female,2,Otolith,4
1,6,16-3724-53935,Hunters L.s,1,07-24-12,Brook Trout,80,405,419,820,Female,2,Otolith,5
1,6,16-3724-53935,Hunters L.s,1,07-24-12,Brook Trout,80,416,431,840,Female,2,Otolith,4
1,6,16-3724-53935,Hunters L.s,1,07-24-12,Brook Trout,80,398,408,820,Female,2,Otolith,5
1,6,16-3724-53935,Hunters L.s,1,07-24-12,Brook Trout,80,384,399,700,Female,2,Otolith,4
1,6,16-3724-53935,Hunters L.s,1,07-24-12,Brook Trout,80,375,390,690,Female,2,Otolith,4
1,6,16-3724-53935,Hunters L.s,1,07-24-12,Brook Trout,80,173,182,55,Female,2,Otolith,2
1,6,16-3724-53935,Hunters L.s,1,07-24-12,Brook Trout,80,200,210,88,Female,2,Otolith,2
1,6,16-3724-53935,Hunters L.s,1,07-25-12,Brook Trout,80,372,389,670,Female,2,Otolith,4
1,6,16-3724-53935,Hunters L.s,1,07-25-12,Brook Trout,80,358,375,630,Female,2,Otolith,3
1,6,16-3724-53935,Hunters L.s,1,07-25-12,Brook Trout,80,365,380,530,Female,2,Otolith,4
1,6,16-3724-53935,Hunters L.s,1,07-25-12,Brook Trout,80,330,341,420,Female,2,Otolith,4
1,6,16-3724-53935,Hunters L.s,1,07-25-12,Brook Trout,80,328,342,540,Female,2,Otolith,3
1,6,16-3724-53935,Hunters L.s,1,07-25-12,Brook Trout,80,350,368,500,Female,2,Otolith,3
1,6,16-3724-53935,Hunters L.s,1,07-25-12,Brook Trout,80,348,357,560,Female,2,Otolith,4
1,6,16-3724-53935,Hunters L.s,1,07-25-12,Brook Trout,80,335,352,510,Female,2,Otolith,3
1,6,16-3724-53935,Hunters L.s,1,07-25-12,Brook Trout,80,346,364,480,Female,2,Otolith,4
1,6,16-3724-53935,Hunters L.s,1,07-25-12,Brook Trout,80,350,364,550,Female,2,Otolith,3
1,6,16-3724-53935,Hunters L.s,1,07-25-12,Brook Trout,80,192,202,75,Female,2,Otolith,2
1,6,16-3724-53935,Hunters L.s,1,07-25-12,Brook Trout,80,177,188,60,Female,2,Otolith,2
1,6,16-3724-53935,Hunters L.s,1,07-25-12,Brook Trout,80,180,190,58,Female,2,Otolith,2
1,6,16-3724-53935,Hunters L.s,1,07-25-12,Brook Trout,80,173,183,55,Female,2,Otolith,2
