Date &Time [DD-MM-YYYY/HH:MM:SS],Phase,Barometric pressure [hPa],Salinity [â],CH1 O2 input [phase],CH1 temp (∞C),CH1 O2 [mgO2/L],CH2 O2 input [phase],CH2 temp (∞C),CH2 O2 [mgO2/L],CH3 O2 input [phase],CH3 temp (∞C),CH3 O2 [mgO2/L],CH4 O2 input [phase],CH4 temp (∞C),CH4 O2 [mgO2/L],CH5 O2 input [V],CH5 temp (∞C),CH5 O2 [mgO2/L],CH6 O2 input [V],CH6 temp (∞C),CH6 O2 [mgO2/L],CH7 O2 input [V],CH7 temp (∞C),CH7 O2 [mgO2/L],CH8 O2 input [V],CH8 temp (∞C),CH8 O2 [mgO2/L],CH1 Velocity input [V],CH1 Velocity [cm/s],CH5 Velocity input [V],CH5 Velocity [cm/s],AMB temp N∞1 input [V],AMB temp N∞1 [∞C],AMB temp N∞1 relay,AMB temp N∞2 input [V],AMB temp N∞2 [∞C],AMB temp N∞2 relay,AMB O2 N∞1 input (V),AMB O2 N∞1 temp (∞C),AMB O2 N∞1 [mgO2/L],AMB O2 N∞1 relay,AMB O2 N∞2 input (V),AMB O2 N∞2 temp (∞C),AMB O2 N∞2 [mgO2/L],AMB O2 N∞2 relay,User event
2024-08-11/12:36:42 PM,M1   ,1013,0,29.6337,9.6,11.49,29.965,9.6,11.53,30.3337,9.6,11.7,30.39,9.6,11.83,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:36:43 PM,M1   ,1013,0,29.6575,9.6,11.46,29.9312,9.6,11.56,30.3562,9.6,11.67,30.3912,9.6,11.83,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:36:44 PM,M1   ,1013,0,29.6388,9.6,11.48,29.94,9.6,11.55,30.3337,9.6,11.7,30.3975,9.6,11.83,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:36:45 PM,M1   ,1013,0,29.63,9.6,11.49,29.9413,9.6,11.55,30.3562,9.6,11.67,30.3812,9.6,11.84,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:36:46 PM,M1   ,1013,0,29.63,9.6,11.49,29.9475,9.6,11.54,30.3325,9.6,11.7,30.3925,9.6,11.83,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:36:47 PM,M1   ,1013,0,29.6262,9.6,11.5,29.9312,9.6,11.56,30.35,9.6,11.68,30.4088,9.6,11.82,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:36:48 PM,M1   ,1013,0,29.6025,9.6,11.52,29.9413,9.6,11.55,30.3513,9.6,11.68,30.3962,9.6,11.83,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6013,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:36:49 PM,M1   ,1013,0,29.6212,9.61,11.5,29.9475,9.61,11.54,30.36,9.61,11.66,30.3738,9.61,11.85,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:36:50 PM,M1   ,1013,0,29.6312,9.61,11.49,29.9337,9.61,11.55,30.3575,9.61,11.67,30.3975,9.61,11.82,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:36:51 PM,M1   ,1013,0,29.6388,9.61,11.48,29.9575,9.61,11.53,30.34,9.61,11.69,30.3812,9.61,11.84,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:36:52 PM,M1   ,1013,0,29.63,9.61,11.49,29.94,9.61,11.55,30.3437,9.61,11.68,30.3912,9.61,11.83,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:36:53 PM,M1   ,1013,0,29.6312,9.61,11.49,29.9413,9.61,11.55,30.3675,9.61,11.66,30.4,9.61,11.82,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:36:54 PM,M1   ,1013,0,29.64,9.61,11.48,29.95,9.61,11.54,30.3475,9.61,11.68,30.4012,9.61,11.82,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:36:55 PM,M1   ,1013,0,29.6412,9.61,11.48,29.95,9.61,11.54,30.33,9.61,11.7,30.4075,9.61,11.81,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:36:56 PM,M1   ,1013,0,29.6512,9.61,11.47,29.945,9.61,11.54,30.3312,9.61,11.69,30.39,9.61,11.83,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:36:57 PM,M1   ,1013,0,29.6575,9.61,11.46,29.9125,9.61,11.58,30.3412,9.61,11.68,30.3888,9.61,11.83,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:36:58 PM,M1   ,1013,0,29.6375,9.61,11.48,29.9337,9.61,11.55,30.3513,9.61,11.67,30.3825,9.61,11.84,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:36:59 PM,M1   ,1013,0,29.6263,9.61,11.49,29.9588,9.61,11.53,30.3588,9.61,11.67,30.3987,9.61,11.82,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:00 PM,M1   ,1013,0,29.6688,9.61,11.45,29.9475,9.61,11.54,30.35,9.61,11.67,30.3912,9.61,11.83,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:01 PM,M1   ,1013,0,29.66,9.61,11.46,29.9337,9.61,11.55,30.3488,9.61,11.68,30.3987,9.61,11.82,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:02 PM,M1   ,1013,0,29.6588,9.61,11.46,29.9612,9.61,11.52,30.34,9.61,11.69,30.39,9.61,11.83,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:03 PM,M1   ,1013,0,29.6537,9.61,11.46,29.9662,9.61,11.52,30.3425,9.61,11.68,30.39,9.61,11.83,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:04 PM,M1   ,1013,0,29.68,9.61,11.44,29.94,9.61,11.55,30.3588,9.61,11.67,30.39,9.61,11.83,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:05 PM,M1   ,1013,0,29.675,9.61,11.44,29.9413,9.61,11.55,30.3513,9.61,11.67,30.3875,9.61,11.83,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:06 PM,M1   ,1013,0,29.64,9.61,11.48,29.9488,9.61,11.54,30.3625,9.61,11.66,30.3712,9.61,11.85,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:07 PM,M1   ,1013,0,29.645,9.61,11.47,29.9425,9.61,11.54,30.3788,9.61,11.64,30.3812,9.61,11.84,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:08 PM,M1   ,1013,0,29.675,9.61,11.44,29.96,9.61,11.53,30.3688,9.61,11.66,30.3825,9.61,11.84,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:09 PM,M1   ,1013,0,29.6425,9.61,11.48,29.9588,9.61,11.53,30.3637,9.61,11.66,30.3375,9.61,11.88,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:10 PM,M1   ,1013,0,29.6575,9.61,11.46,29.9525,9.61,11.53,30.3875,9.61,11.64,30.3875,9.61,11.83,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:11 PM,M1   ,1013,0,29.6412,9.61,11.48,29.9662,9.61,11.52,30.3663,9.61,11.66,30.3725,9.61,11.85,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:12 PM,M1   ,1013,0,29.6487,9.61,11.47,29.9413,9.61,11.55,30.3425,9.61,11.68,30.3912,9.61,11.83,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:13 PM,M1   ,1013,0,29.64,9.61,11.48,29.9488,9.61,11.54,30.3575,9.61,11.67,30.3987,9.61,11.82,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:14 PM,M1   ,1013,0,29.6438,9.61,11.47,29.9413,9.61,11.55,30.34,9.61,11.69,30.3912,9.61,11.83,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.6087,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:15 PM,M1   ,1013,0,29.6688,9.6,11.45,29.95,9.6,11.54,30.3425,9.6,11.69,30.395,9.6,11.83,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.6013,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:16 PM,M1   ,1013,0,29.6588,9.61,11.46,29.95,9.61,11.54,30.3588,9.61,11.67,30.3663,9.61,11.86,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6087,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:17 PM,M1   ,1013,0,29.6475,9.6,11.47,29.9475,9.6,11.54,30.35,9.6,11.68,30.405,9.6,11.82,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:18 PM,M1   ,1013,0,29.6325,9.6,11.49,29.93,9.6,11.56,30.3488,9.6,11.68,30.37,9.6,11.86,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:19 PM,M1   ,1013,0,29.6475,9.6,11.47,29.9312,9.6,11.56,30.3437,9.6,11.69,30.3725,9.6,11.85,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6013,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:20 PM,M1   ,1013,0,29.6337,9.61,11.48,29.9438,9.61,11.54,30.3688,9.61,11.66,30.39,9.61,11.83,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:21 PM,M1   ,1013,0,29.6562,9.61,11.46,29.9662,9.61,11.52,30.36,9.61,11.66,30.3888,9.61,11.83,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:22 PM,M1   ,1013,0,29.6312,9.61,11.49,29.9388,9.61,11.55,30.3575,9.61,11.67,30.3825,9.61,11.84,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:23 PM,M1   ,1013,0,29.64,9.61,11.48,29.9337,9.61,11.55,30.34,9.61,11.69,30.395,9.61,11.82,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.6087,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:24 PM,M1   ,1013,0,29.6388,9.6,11.48,29.96,9.6,11.53,30.3388,9.6,11.69,30.3612,9.6,11.87,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:25 PM,M1   ,1013,0,29.6337,9.6,11.49,29.9575,9.6,11.53,30.3325,9.6,11.7,30.3712,9.6,11.85,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:26 PM,M1   ,1013,0,29.6562,9.6,11.47,29.9413,9.6,11.55,30.3475,9.6,11.68,30.3812,9.6,11.84,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:27 PM,M1   ,1013,0,29.63,9.6,11.49,29.9512,9.6,11.54,30.3312,9.6,11.7,30.3888,9.6,11.84,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:28 PM,M1   ,1013,0,29.6312,9.6,11.49,29.9575,9.6,11.53,30.3437,9.6,11.69,30.3812,9.6,11.84,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6013,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:29 PM,M1   ,1013,0,29.64,9.61,11.48,29.9425,9.61,11.54,30.3675,9.61,11.66,30.3888,9.61,11.83,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-11/12:37:30 PM,M1   ,1013,0,29.6425,9.61,11.48,29.9563,9.61,11.53,30.35,9.61,11.67,30.38,9.61,11.84,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,9.61,NaN,NaN,NaN,NaN,NaN,9.61,9.61,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
